127653914,RT @digitalocean: How to mitigate DDoS attacks against your website with @CloudFlare https://t.co/1kNpM23NBe #security https://t.co/mvjze8o…,Fri Nov 27 18:34:36 +0000 2015,0,"[{'expanded_url': 'http://do.co/1Poe4vn', 'url': 'https://t.co/1kNpM23NBe', 'indices': [85, 108], 'display_url': 'do.co/1Poe4vn'}]","[{'text': 'security', 'indices': [109, 118]}]",34,,
127653914,"RT @grushabh: Proud of this one: CloudFlare launches India data centers in Mumbai, Chennai and New Delhi https://t.co/e4uy1iYhuW",Fri Nov 20 23:07:27 +0000 2015,0,"[{'expanded_url': 'http://buff.ly/1N08BfC', 'url': 'https://t.co/e4uy1iYhuW', 'indices': [105, 128], 'display_url': 'buff.ly/1N08BfC'}]",[],3,,
127653914,RT @mahtin: Today @CloudFlare announced its #Zurich POP complete with lots of local peering at @swissix https://t.co/yNsL2zmYok https://t.c…,Fri Nov 20 18:06:09 +0000 2015,0,"[{'expanded_url': 'https://blog.cloudflare.com/zurich-switzerland-cloudflares-69th-data-center/', 'url': 'https://t.co/yNsL2zmYok', 'indices': [104, 127], 'display_url': 'blog.cloudflare.com/zurich-switzer…'}]","[{'text': 'Zurich', 'indices': [44, 51]}]",11,,
127653914,Not good @Airtel_Presence https://t.co/f58uGevjMb,Fri Nov 06 17:32:12 +0000 2015,0,"[{'expanded_url': 'https://twitter.com/tompaseka/status/662681501683716097', 'url': 'https://t.co/f58uGevjMb', 'indices': [26, 49], 'display_url': 'twitter.com/tompaseka/stat…'}]",[],0,,
127653914,Hey @mayoredlee. The @sfmta_muni went too far blocking @fixed. Promise to add more accountability for SFMTA fines. http://t.co/1ZQG32C4ZL,Thu Oct 15 20:23:50 +0000 2015,0,"[{'expanded_url': 'http://bit.ly/1PvsNHa', 'url': 'http://t.co/1ZQG32C4ZL', 'indices': [115, 137], 'display_url': 'bit.ly/1PvsNHa'}]",[],1,,
127653914,RT @grushabh: Great opportunity for someone interested in Data Centers/Supply Chain. All experience levels welcome! http://t.co/6kc5is5jYa,Tue Oct 13 22:55:34 +0000 2015,0,"[{'expanded_url': 'http://buff.ly/1k2rseJ', 'url': 'http://t.co/6kc5is5jYa', 'indices': [116, 138], 'display_url': 'buff.ly/1k2rseJ'}]",[],2,,
127653914,"Just try him, where him = @NitinBRao. @CloudFlare future PoP. https://t.co/dqt01WE6Y4",Fri Oct 02 05:58:35 +0000 2015,0,"[{'expanded_url': 'https://twitter.com/TheEconomist/status/649789099306520576', 'url': 'https://t.co/dqt01WE6Y4', 'indices': [62, 85], 'display_url': 'twitter.com/TheEconomist/s…'}]",[],0,,
127653914,Wondered when this would start to happen.  Doubt it will be the death of their culture despite naysayers.  https://t.co/ws6XZ1HGrb,Sun Sep 27 19:50:21 +0000 2015,0,"[{'expanded_url': 'https://twitter.com/TechCrunch/status/647831620926357504', 'url': 'https://t.co/ws6XZ1HGrb', 'indices': [107, 130], 'display_url': 'twitter.com/TechCrunch/sta…'}]",[],0,,
127653914,"""The United States government does not engage in cyber economic espionage for commercial gain."" Only a few qualifications #Obama #nonprofit",Fri Sep 25 18:49:26 +0000 2015,0,[],"[{'text': 'Obama', 'indices': [122, 128]}, {'text': 'nonprofit', 'indices': [129, 139]}]",0,,
127653914,@AndrewYNg @NEAVC the thrill and pleasure were mine. Thanks so much for joining us.  #cloudflareinternetsummit,Fri Sep 25 18:31:21 +0000 2015,0,[],"[{'text': 'cloudflareinternetsummit', 'indices': [85, 110]}]",0,AndrewYNg,647190379624660993
127653914,RT @AndrewYNg: Thrilled to speak w/Carmen Chang @NEAVC &amp; @joshuamotta on Baidu/CloudFlare collaboration. http://t.co/6907OSqaNf,Fri Sep 25 18:29:16 +0000 2015,0,[],[],11,,
127653914,@abustamanteg thank you sir,Fri Sep 25 18:29:05 +0000 2015,0,[],[],0,abustamanteg,647114548055375872
127653914,@eastdakota @CloudFlare how low can we go?  My guess: quite a bit further.  #limbo,Wed Sep 23 05:55:43 +0000 2015,2,[],"[{'text': 'limbo', 'indices': [76, 82]}]",0,eastdakota,646554680701550592
127653914,RT @eastdakota: Want to see what a massive investment in our network has bought @CloudFlare in terms of HTTP/S performance? http://t.co/Hpn…,Wed Sep 23 05:54:17 +0000 2015,0,[],[],26,,
